bloque,variedad,siembra,cv
20.0,Tara,2021-10-28,72
20.0,Tara,2021-10-28,74
20.0,Tara,2021-10-28,74
20.0,Tara,2021-10-28,72
20.0,Tara,2021-10-28,74
42.0,Candy Crush White,2021-10-28,63
44.0,Lucy,2021-10-28,57
31.0,Purple Monarch,2021-10-29,74
31.0,Purple Monarch,2021-10-29,74
23.0,Potomac Crimson,2021-10-29,59
31.0,Purple Monarch,2021-10-29,74
19.0,Aquarel Pink,2021-10-29,65
19.0,Aquarel Pink,2021-10-29,65
31.0,Purple Monarch,2021-10-29,74
28.0,Zumba,2021-10-29,67
19.0,Candy Crush Yellow,2021-10-29,69
28.0,Can Can,2021-10-29,68
31.0,Chelsea,2021-10-29,75
28.0,Delirock Pink,2021-10-29,69
28.0,Mont Blanc,2021-10-29,67
31.0,Chelsea,2021-10-29,75
33.0,Tara,2021-10-29,75
33.0,Tara,2021-10-29,75
33.0,Tara,2021-10-29,75
33.0,Tara,2021-10-29,75
33.0,Tara,2021-10-29,75
28.0,Delirock Pink,2021-10-29,69
19.0,Superb,2021-10-29,58
23.0,Potomac Early Rosse,2021-10-29,55
33.0,Tara,2021-10-29,75
31.0,Purple Monarch,2021-10-29,74
19.0,Paintball Sunny,2021-10-29,74
19.0,Can Can,2021-10-29,69
31.0,Chelsea,2021-10-29,75
28.0,Melrose,2021-10-29,67
28.0,Can Can,2021-10-29,68
20.0,Tara,2021-10-29,70
19.0,Can Can,2021-10-29,69
23.0,Potomac Early White,2021-10-29,47
23.0,Potomac Early Yellow,2021-10-29,52
23.0,Potomac Early White,2021-10-29,47
31.0,Purple Monarch,2021-10-29,74
19.0,Skylie,2021-10-29,63
33.0,Tara,2021-10-29,75
33.0,Tara,2021-10-29,75
28.0,Creme Brulee,2021-10-29,75
33.0,Tara,2021-10-29,75
33.0,Tara,2021-10-29,75
28.0,Maisy,2021-10-29,71
31.0,Purple Monarch,2021-10-29,74
33.0,Tara,2021-10-29,75
28.0,Champagne Yellow,2021-10-29,71
19.0,Felina,2021-10-29,69
23.0,Potomac Crimson,2021-10-29,59
19.0,Alma,2021-10-29,65
31.0,Chelsea,2021-10-29,75
23.0,Potomac Early Rosse,2021-10-29,59
33.0,Tara,2021-10-29,75
19.0,Trissia,2021-10-29,65
19.0,Aneto,2021-10-29,65
33.0,Tara,2021-10-29,75
28.0,Sweet Dreams,2021-10-29,73
19.0,Aneto,2021-10-29,65
19.0,Aneto,2021-10-29,65
23.0,Potomac Early Rosse,2021-10-29,55
28.0,Whatsapp,2021-10-30,74
23.0,Potomac Early White,2021-10-30,51
28.0,Whatsapp,2021-10-30,74
28.0,Whatsapp,2021-10-30,76
28.0,Whatsapp,2021-10-30,74
28.0,Whatsapp,2021-10-30,74
28.0,Paintball Sunny,2021-10-30,74
28.0,Paintball Sunny,2021-10-30,72
28.0,Brazuca,2021-10-30,70
28.0,Alma,2021-10-30,66
28.0,Whatsapp,2021-10-30,74
28.0,Paintball Sunny,2021-10-30,72
28.0,Whatsapp,2021-10-30,73
28.0,Alma,2021-10-30,67
28.0,Paintball Sunny,2021-10-30,58
28.0,Paintball Sunny,2021-10-30,74
28.0,Whatsapp,2021-10-30,74
28.0,Lucy,2021-10-30,61
31.0,Purple Monarch,2021-10-30,74
28.0,Brazuca,2021-10-30,72
28.0,Brazuca,2021-10-30,70
28.0,Whatsapp,2021-10-30,74
28.0,Whatsapp,2021-10-30,74
28.0,Delirock,2021-10-30,68
31.0,Purple Monarch,2021-10-30,73
33.0,Tara,2021-10-30,75
33.0,Tara,2021-10-30,73
28.0,Champagne Yellow,2021-10-30,69
23.0,Potomac Early Pink,2021-10-30,51
31.0,Purple Monarch,2021-10-30,74
31.0,Chelsea,2021-10-30,76
31.0,Chelsea,2021-10-30,74
33.0,Tara,2021-10-30,73
31.0,Purple Monarch,2021-10-30,74
31.0,Chelsea,2021-10-30,76
31.0,Purple Monarch,2021-10-30,74
31.0,Purple Monarch,2021-10-30,76
28.0,Alma,2021-10-30,66
28.0,Whatsapp,2021-10-30,74
28.0,Mark Twain,2021-10-30,74
28.0,Whatsapp,2021-10-30,74
33.0,Tara,2021-10-30,73
28.0,Whatsapp,2021-10-30,74
31.0,Chelsea,2021-11-01,74
30.0,Alma,2021-11-01,68
33.0,Tara,2021-11-01,71
28.0,Delirock Pink,2021-11-01,70
28.0,Delirock Pink,2021-11-01,72
28.0,Delirock Pink,2021-11-01,70
28.0,Delirock Pink,2021-11-01,70
31.0,Chelsea,2021-11-01,74
23.0,Potomac Early Pink,2021-11-01,53
33.0,Tara,2021-11-01,74
31.0,Chelsea,2021-11-01,77
28.0,Delirock Pink,2021-11-01,72
30.0,Delirock,2021-11-01,72
30.0,Alma,2021-11-01,67
31.0,Chelsea,2021-11-01,74
18.0,Veronica,2021-11-01,64
33.0,Tara,2021-11-01,71
31.0,Chelsea,2021-11-01,77
31.0,Chelsea,2021-11-01,77
31.0,Chelsea,2021-11-01,74
28.0,Champagne Yellow,2021-11-01,70
28.0,Trissia,2021-11-01,65
31.0,Chelsea,2021-11-01,75
31.0,Chelsea,2021-11-01,77
31.0,Chelsea,2021-11-01,75
31.0,Chelsea,2021-11-01,77
30.0,Alma,2021-11-01,65
28.0,Creme Brulee,2021-11-01,74
28.0,Trissia,2021-11-01,65
33.0,Tara,2021-11-01,71
33.0,Tara,2021-11-01,71
23.0,Potomac Early Yellow,2021-11-01,52
33.0,Tara,2021-11-01,73
33.0,Tara,2021-11-01,73
33.0,Tara,2021-11-01,73
33.0,Tara,2021-11-01,73
28.0,Delirock Pink,2021-11-01,70
23.0,Potomac Early Yellow,2021-11-01,55
33.0,Tara,2021-11-01,73
33.0,Tara,2021-11-01,73
33.0,Tara,2021-11-01,71
28.0,Creme Brulee,2021-11-01,75
28.0,Maisy,2021-11-01,70
28.0,Colorado Springs,2021-11-01,66
23.0,Potomac Early Pink,2021-11-01,52
23.0,Potomac Early Pink,2021-11-01,56
33.0,Tara,2021-11-01,71
30.0,Champagne Yellow,2021-11-01,68
33.0,Tara,2021-11-01,73
33.0,Tara,2021-11-01,71
33.0,Tara,2021-11-01,73
33.0,Tara,2021-11-01,71
33.0,Purple Monarch,2021-11-01,73
33.0,Purple Monarch,2021-11-01,73
33.0,Purple Monarch,2021-11-01,73
23.0,Potomac Early White,2021-11-01,49
33.0,Purple Monarch,2021-11-01,77
33.0,Tara,2021-11-01,73
18.0,Paintball Sunny,2021-11-02,72
18.0,Paintball Sunny,2021-11-02,73
18.0,Brazilian,2021-11-02,69
18.0,Brazilian,2021-11-02,69
50.0,Tara,2021-11-02,72
50.0,Tara,2021-11-02,72
33.0,Tara,2021-11-02,72
50.0,Tara,2021-11-02,72
18.0,Paintball Sunny,2021-11-02,73
50.0,Tara,2021-11-02,72
33.0,Tara,2021-11-02,72
18.0,Paintball Sunny,2021-11-02,72
18.0,Brazilian,2021-11-02,69
18.0,Can Can,2021-11-02,70
18.0,Can Can,2021-11-02,70
18.0,Lucy,2021-11-02,57
18.0,Brazilian,2021-11-02,69
18.0,Paintball Sunny,2021-11-02,72
50.0,Tara,2021-11-02,71
18.0,Champagne Yellow,2021-11-02,70
18.0,Champagne Yellow,2021-11-02,70
33.0,Purple Monarch,2021-11-02,72
18.0,Brazilian,2021-11-02,67
50.0,Tara,2021-11-02,72
18.0,Paintball Sunny,2021-11-02,73
33.0,Chelsea,2021-11-02,77
33.0,Tara,2021-11-02,72
18.0,Champagne Yellow,2021-11-02,70
50.0,Tara,2021-11-02,76
33.0,Tara,2021-11-02,72
33.0,Chelsea,2021-11-02,77
18.0,Felina,2021-11-02,67
33.0,Chelsea,2021-11-02,80
18.0,Felina,2021-11-02,66
50.0,Tara,2021-11-02,72
18.0,Can Can,2021-11-02,70
33.0,Chelsea,2021-11-02,72
33.0,Chelsea,2021-11-02,77
33.0,Chelsea,2021-11-02,77
33.0,Tara,2021-11-02,72
18.0,Felina,2021-11-02,67
33.0,Chelsea,2021-11-02,77
33.0,Chelsea,2021-11-02,77
50.0,Tara,2021-11-02,76
18.0,Maisy,2021-11-02,72
33.0,Chelsea,2021-11-02,77
50.0,Tara,2021-11-02,72
50.0,Tara,2021-11-02,72
33.0,Chelsea,2021-11-02,77
33.0,Chelsea,2021-11-02,77
33.0,Chelsea,2021-11-02,77
50.0,Tara,2021-11-02,76
33.0,Chelsea,2021-11-02,77
33.0,Chelsea,2021-11-02,77
50.0,Tara,2021-11-02,72
33.0,Chelsea,2021-11-02,77
18.0,Candy Crush Yellow,2021-11-02,70
33.0,Purple Monarch,2021-11-02,74
18.0,Paintball Sunny,2021-11-02,72
50.0,Tara,2021-11-02,76
18.0,Paintball Sunny,2021-11-02,72
33.0,Purple Monarch,2021-11-02,74
18.0,Paintball Sunny,2021-11-02,72
18.0,Paintball Sunny,2021-11-02,72
50.0,Tara,2021-11-02,71
18.0,Champagne Yellow,2021-11-02,70
18.0,Champagne Yellow,2021-11-02,70
50.0,Tara,2021-11-02,76
33.0,Purple Monarch,2021-11-02,74
18.0,Aquarel Pink,2021-11-02,63
33.0,Chelsea,2021-11-02,72
33.0,Purple Monarch,2021-11-02,74
33.0,Purple Monarch,2021-11-02,72
33.0,Purple Monarch,2021-11-02,74
18.0,Alma,2021-11-02,67
33.0,Purple Monarch,2021-11-02,74
50.0,Tara,2021-11-02,72
23.0,Potomac Crimson,2021-11-02,59
18.0,Brazuca,2021-11-02,72
18.0,Alma,2021-11-02,66
23.0,Potomac Crimson,2021-11-02,56
18.0,Can Can,2021-11-02,70
50.0,Tara,2021-11-02,76
18.0,Zumba,2021-11-02,67
18.0,Aquarel Pink,2021-11-02,63
18.0,Can Can,2021-11-02,70
18.0,Alma,2021-11-02,66
50.0,Tara,2021-11-02,72
18.0,Paintball Sunny,2021-11-02,72
18.0,Paintball Sunny,2021-11-02,73
18.0,Paintball Sunny,2021-11-02,72
18.0,Paintball Sunny,2021-11-02,72
18.0,Brazilian,2021-11-02,69
18.0,Can Can,2021-11-02,70
18.0,Dotty Pink,2021-11-02,69
18.0,Paintball Sunny,2021-11-02,72
18.0,Can Can,2021-11-02,70
18.0,Paintball Sunny,2021-11-02,72
18.0,Paintball Sunny,2021-11-02,73
23.0,Potomac Early Rosse,2021-11-02,51
50.0,Tara,2021-11-02,72
50.0,Tara,2021-11-02,71
18.0,Alma,2021-11-02,66
18.0,Brazilian,2021-11-02,69
33.0,Purple Monarch,2021-11-02,74
50.0,Tara,2021-11-02,72
18.0,Candy Crush Yellow,2021-11-02,70
23.0,Potomac Early Rosse,2021-11-02,56
23.0,Potomac Early Rosse,2021-11-02,54
18.0,Can Can,2021-11-02,70
18.0,Candy Crush Yellow,2021-11-02,70
18.0,Alma,2021-11-02,66
18.0,Airbrush,2021-11-03,64
17.0,Brazuca,2021-11-03,69
51.0,Tara,2021-11-03,74
51.0,Tara,2021-11-03,72
51.0,Tara,2021-11-03,76
51.0,Tara,2021-11-03,74
18.0,Airbrush,2021-11-03,64
33.0,Isabella,2021-11-03,76
17.0,Can Can,2021-11-03,70
33.0,Isabella,2021-11-03,76
51.0,Tara,2021-11-03,72
51.0,Tara,2021-11-03,74
33.0,Isabella,2021-11-03,75
17.0,Can Can,2021-11-03,70
18.0,Candy Crush White,2021-11-03,64
18.0,Candy Crush Purple,2021-11-03,69
18.0,Candy Crush Purple,2021-11-03,64
51.0,Tara,2021-11-03,74
17.0,Brazuca,2021-11-03,71
51.0,Tara,2021-11-03,74
18.0,Dotty Pink,2021-11-03,66
51.0,Tara,2021-11-03,72
17.0,Melrose,2021-11-03,68
51.0,Tara,2021-11-03,74
18.0,Candy Crush White,2021-11-03,64
51.0,Tara,2021-11-03,74
33.0,Purple Monarch,2021-11-03,73
51.0,Tara,2021-11-03,74
33.0,Tara,2021-11-03,71
33.0,Tara,2021-11-03,73
51.0,Tara,2021-11-03,74
51.0,Tara,2021-11-03,73
51.0,Tara,2021-11-03,74
18.0,Brazilian,2021-11-03,71
33.0,Purple Monarch,2021-11-03,73
18.0,Candy Crush Mint,2021-11-03,62
33.0,Purple Monarch,2021-11-03,73
51.0,Tara,2021-11-03,72
51.0,Tara,2021-11-03,72
51.0,Tara,2021-11-03,73
51.0,Tara,2021-11-03,74
51.0,Tara,2021-11-03,74
17.0,Champagne Yellow,2021-11-03,70
51.0,Tara,2021-11-03,74
51.0,Tara,2021-11-03,72
51.0,Tara,2021-11-03,72
18.0,Felina,2021-11-03,66
18.0,Can Can,2021-11-03,71
17.0,Soleado,2021-11-03,62
18.0,Felina,2021-11-03,68
51.0,Tara,2021-11-03,72
51.0,Tara,2021-11-03,73
18.0,Can Can,2021-11-03,71
51.0,Tara,2021-11-03,74
51.0,Tara,2021-11-03,74
51.0,Tara,2021-11-03,72
23.0,Potomac Early Rosse,2021-11-03,54
17.0,Trissia,2021-11-03,66
33.0,Chelsea,2021-11-03,77
18.0,Whatsapp,2021-11-03,75
18.0,Whatsapp,2021-11-03,75
33.0,Chelsea,2021-11-03,77
18.0,Whatsapp,2021-11-03,75
18.0,Whatsapp,2021-11-03,75
33.0,Chelsea,2021-11-03,77
18.0,Whatsapp,2021-11-03,75
18.0,Whatsapp,2021-11-03,75
18.0,Whatsapp,2021-11-03,75
33.0,Tara,2021-11-03,71
17.0,Trissia,2021-11-03,66
17.0,Maisy,2021-11-03,70
18.0,Whatsapp,2021-11-03,75
51.0,Tara,2021-11-03,73
17.0,Mark Twain,2021-11-03,73
17.0,Champagne Yellow,2021-11-03,70
17.0,Brazilian,2021-11-03,69
51.0,Tara,2021-11-03,74
17.0,Brazilian,2021-11-03,69
33.0,Tara,2021-11-03,71
18.0,Candy Crush White,2021-11-03,64
23.0,Potomac Early White,2021-11-03,50
17.0,Brazilian,2021-11-03,69
23.0,Potomac Early White,2021-11-03,47
33.0,Tara,2021-11-03,71
23.0,Potomac Early White,2021-11-03,47
23.0,Potomac Early White,2021-11-03,47
33.0,Tara,2021-11-03,71
17.0,Trissia,2021-11-03,66
51.0,Tara,2021-11-03,74
17.0,Mark Twain,2021-11-03,73
17.0,Trissia,2021-11-03,66
17.0,Mark Twain,2021-11-03,73
23.0,Potomac Crimson,2021-11-03,58
51.0,Tara,2021-11-03,74
17.0,Champagne Yellow,2021-11-04,69
23.0,Potomac Early Pink,2021-11-04,53
47.0,Chelsea,2021-11-04,77
17.0,Mark Twain,2021-11-04,76
17.0,Brazilian,2021-11-04,67
50.0,Tara,2021-11-04,70
17.0,Alma,2021-11-04,68
47.0,Chelsea,2021-11-04,77
33.0,Purple Monarch,2021-11-04,76
17.0,Alma,2021-11-04,67
33.0,Purple Monarch,2021-11-04,76
17.0,Uvita,2021-11-04,70
17.0,Champagne Yellow,2021-11-04,72
50.0,Tara,2021-11-04,71
17.0,Brazuca,2021-11-04,72
17.0,Airbrush,2021-11-04,62
17.0,Airbrush,2021-11-04,64
17.0,Uvita,2021-11-04,69
17.0,Felina,2021-11-04,67
17.0,Uvita,2021-11-04,72
17.0,Felina,2021-11-04,65
17.0,Felina,2021-11-04,67
17.0,Felina,2021-11-04,67
33.0,Purple Monarch,2021-11-04,76
50.0,Tara,2021-11-04,74
47.0,Chelsea,2021-11-04,77
23.0,Potomac Early White,2021-11-04,46
50.0,Tara,2021-11-04,70
51.0,Tara,2021-11-04,75
17.0,Mark Twain,2021-11-04,72
47.0,Chelsea,2021-11-04,77
17.0,Mark Twain,2021-11-04,73
50.0,Tara,2021-11-04,74
17.0,Skylie,2021-11-04,64
17.0,Alma,2021-11-04,67
17.0,Alma,2021-11-04,67
47.0,Chelsea,2021-11-04,77
17.0,Alma,2021-11-04,67
50.0,Tara,2021-11-04,74
33.0,Chelsea,2021-11-04,76
17.0,Can Can,2021-11-04,71
51.0,Tara,2021-11-04,75
17.0,Paintball Sunny,2021-11-04,72
17.0,Paintball Sunny,2021-11-04,72
17.0,Mark Twain,2021-11-04,73
51.0,Tara,2021-11-04,73
17.0,Mark Twain,2021-11-04,73
51.0,Tara,2021-11-04,75
17.0,Mark Twain,2021-11-04,73
50.0,Tara,2021-11-04,74
17.0,Mark Twain,2021-11-04,73
17.0,Alma,2021-11-04,65
47.0,Chelsea,2021-11-04,77
17.0,Alma,2021-11-04,68
47.0,Chelsea,2021-11-04,79
47.0,Chelsea,2021-11-04,79
50.0,Tara,2021-11-04,74
47.0,Chelsea,2021-11-04,79
17.0,Paintball Sunny,2021-11-04,72
17.0,Paintball Sunny,2021-11-04,72
23.0,Potomac Early Yellow,2021-11-04,53
50.0,Tara,2021-11-04,74
50.0,Tara,2021-11-04,74
50.0,Tara,2021-11-04,74
50.0,Tara,2021-11-04,70
17.0,Paintball Sunny,2021-11-04,73
47.0,Chelsea,2021-11-04,77
17.0,Delirock Pink,2021-11-04,70
17.0,Can Can,2021-11-04,69
47.0,Chelsea,2021-11-04,77
17.0,Can Can,2021-11-04,72
47.0,Chelsea,2021-11-04,79
17.0,Delirock Pink,2021-11-04,70
47.0,Chelsea,2021-11-04,78
17.0,Paintball Sunny,2021-11-04,72
17.0,Paintball Sunny,2021-11-04,72
17.0,Alma,2021-11-04,67
17.0,Paintball Sunny,2021-11-04,70
23.0,Potomac Early Rosse,2021-11-04,54
50.0,Tara,2021-11-04,74
50.0,Tara,2021-11-04,73
17.0,Alma,2021-11-04,67
47.0,Chelsea,2021-11-04,77
17.0,Paintball Sunny,2021-11-04,72
17.0,Airbrush,2021-11-04,68
17.0,Airbrush,2021-11-04,64
50.0,Tara,2021-11-04,69
47.0,Chelsea,2021-11-04,77
51.0,Tara,2021-11-04,75
51.0,Tara,2021-11-04,73
17.0,Sweet Dreams,2021-11-04,73
50.0,Tara,2021-11-04,71
17.0,Paintball Sunny,2021-11-04,72
51.0,Tara,2021-11-04,75
50.0,Tara,2021-11-04,74
17.0,Delirock,2021-11-04,72
17.0,Brazilian,2021-11-04,68
17.0,Delirock Pink,2021-11-04,70
51.0,Tara,2021-11-04,75
17.0,Paintball Sunny,2021-11-04,72
50.0,Tara,2021-11-04,71
50.0,Tara,2021-11-04,71
17.0,Paintball Sunny,2021-11-04,72
47.0,Chelsea,2021-11-04,77
23.0,Potomac Early Yellow,2021-11-04,53
50.0,Tara,2021-11-04,71
23.0,Potomac Early White,2021-11-05,48
51.0,Tara,2021-11-05,75
17.0,Alma,2021-11-05,66
51.0,Tara,2021-11-05,75
51.0,Tara,2021-11-05,75
51.0,Tara,2021-11-05,74
51.0,Tara,2021-11-05,74
51.0,Tara,2021-11-05,75
51.0,Tara,2021-11-05,74
10.0,Skylie,2021-11-05,64
17.0,Zumba,2021-11-05,67
51.0,Tara,2021-11-05,74
33.0,Purple Monarch,2021-11-05,75
33.0,Chelsea,2021-11-05,77
33.0,Chelsea,2021-11-05,77
50.0,Tara,2021-11-05,75
23.0,Potomac Early White,2021-11-05,48
33.0,Purple Monarch,2021-11-05,75
17.0,Alma,2021-11-05,66
23.0,Potomac Early White,2021-11-05,45
10.0,Uvita,2021-11-05,69
33.0,Chelsea,2021-11-05,77
10.0,Lucy,2021-11-05,60
23.0,Potomac Crimson,2021-11-05,58
33.0,Purple Monarch,2021-11-05,75
33.0,Purple Monarch,2021-11-05,75
17.0,Melrose,2021-11-05,66
17.0,Melrose,2021-11-05,66
17.0,Aneto,2021-11-05,64
23.0,Potomac Early Pink,2021-11-05,54
23.0,Potomac Early Pink,2021-11-05,51
10.0,Veronica,2021-11-05,68
17.0,Maisy,2021-11-05,71
10.0,Uvita,2021-11-05,69
33.0,Chelsea,2021-11-05,77
33.0,Chelsea,2021-11-05,77
33.0,Chelsea,2021-11-05,77
33.0,Chelsea,2021-11-05,75
10.0,Katy,2021-11-05,55
33.0,Purple Monarch,2021-11-05,75
50.0,Tara,2021-11-05,75
17.0,Aneto,2021-11-05,66
33.0,Purple Monarch,2021-11-05,75
10.0,Molly Yellow,2021-11-05,61
17.0,Paintball Sunny,2021-11-05,72
50.0,Tara,2021-11-05,75
10.0,Candy Crush Yellow,2021-11-05,67
50.0,Tara,2021-11-05,75
23.0,Potomac Crimson,2021-11-05,55
23.0,Potomac Early Rosse,2021-11-05,54
17.0,Aneto,2021-11-05,63
10.0,Dotty Pink,2021-11-05,70
17.0,Creme Brulee,2021-11-05,71
17.0,Champagne Yellow,2021-11-05,69
17.0,Champagne Yellow,2021-11-05,71
23.0,Potomac Early Orange,2021-11-05,48
17.0,Delirock Pink,2021-11-05,72
10.0,Superb,2021-11-05,61
10.0,Candy Crush White,2021-11-05,62
10.0,Airbrush,2021-11-05,64
10.0,Candy Crush White,2021-11-05,63
17.0,Creme Brulee,2021-11-05,72
17.0,Delirock Pink,2021-11-05,71
33.0,Purple Monarch,2021-11-05,75
10.0,Candy Crush Purple,2021-11-05,66
10.0,Dotty Pink,2021-11-05,70
17.0,Delirock Pink,2021-11-05,72
17.0,Can Can,2021-11-05,69
33.0,Purple Monarch,2021-11-05,75
17.0,Can Can,2021-11-05,68
17.0,Delirock,2021-11-05,72
17.0,Delirock,2021-11-05,75
23.0,Potomac Early Rosse,2021-11-05,53
50.0,Tara,2021-11-05,75
50.0,Tara,2021-11-05,75
33.0,Purple Monarch,2021-11-05,66
10.0,Trissia,2021-11-05,68
50.0,Tara,2021-11-05,69
10.0,Trissia,2021-11-05,66
33.0,Purple Monarch,2021-11-05,75
17.0,Amethyst Dark,2021-11-05,68
50.0,Tara,2021-11-05,75
33.0,Purple Monarch,2021-11-05,66
17.0,Felina,2021-11-05,68
50.0,Tara,2021-11-05,75
17.0,Mark Twain,2021-11-05,75
50.0,Tara,2021-11-05,69
17.0,Mark Twain,2021-11-05,72
17.0,Mark Twain,2021-11-05,73
10.0,Whatsapp,2021-11-06,74
10.0,Whatsapp,2021-11-06,74
10.0,Mark Twain,2021-11-06,73
10.0,Mark Twain,2021-11-06,75
33.0,Purple Monarch,2021-11-06,74
10.0,Whatsapp,2021-11-06,74
10.0,Sweet Dreams,2021-11-06,72
47.0,Chelsea,2021-11-06,77
10.0,Whatsapp,2021-11-06,74
10.0,Whatsapp,2021-11-06,74
10.0,Whatsapp,2021-11-06,74
10.0,Whatsapp,2021-11-06,74
10.0,Alma,2021-11-06,67
10.0,Whatsapp,2021-11-06,74
33.0,Purple Monarch,2021-11-06,76
33.0,Purple Monarch,2021-11-06,74
33.0,Purple Monarch,2021-11-06,76
10.0,Brazilian,2021-11-06,68
47.0,Chelsea,2021-11-06,77
47.0,Chelsea,2021-11-06,77
10.0,Whatsapp,2021-11-06,74
10.0,Alma,2021-11-06,67
10.0,Alma,2021-11-06,67
10.0,Alma,2021-11-06,67
10.0,Alma,2021-11-06,67
47.0,Chelsea,2021-11-06,77
47.0,Chelsea,2021-11-06,76
10.0,Whatsapp,2021-11-06,74
10.0,Whatsapp,2021-11-06,74
47.0,Purple Monarch,2021-11-06,75
47.0,Chelsea,2021-11-06,77
33.0,Purple Monarch,2021-11-06,76
33.0,Purple Monarch,2021-11-06,74
10.0,Paintball Sunny,2021-11-06,74
51.0,Tara,2021-11-06,74
51.0,Tara,2021-11-06,74
51.0,Tara,2021-11-06,74
10.0,Can Can,2021-11-06,69
51.0,Tara,2021-11-06,74
51.0,Tara,2021-11-06,74
10.0,Melrose,2021-11-06,67
51.0,Tara,2021-11-06,69
51.0,Tara,2021-11-06,72
10.0,Paintball Sunny,2021-11-06,73
33.0,Purple Monarch,2021-11-06,74
23.0,Potomac Early Rosse,2021-11-06,53
47.0,Chelsea,2021-11-06,77
47.0,Chelsea,2021-11-06,77
47.0,Chelsea,2021-11-06,77
47.0,Chelsea,2021-11-06,77
10.0,Brazuca,2021-11-06,72
10.0,Paintball Sunny,2021-11-06,73
33.0,Purple Monarch,2021-11-06,74
10.0,Paintball Sunny,2021-11-06,73
10.0,Paintball Sunny,2021-11-06,73
10.0,Paintball Sunny,2021-11-06,73
23.0,Potomac Crimson,2021-11-06,54
23.0,Potomac Early Rosse,2021-11-06,53
10.0,Paintball Sunny,2021-11-06,73
37.0,Can Can,2021-11-08,69
47.0,Isabella,2021-11-08,73
37.0,Can Can,2021-11-08,69
47.0,Chelsea,2021-11-08,78
10.0,Aneto,2021-11-08,63
37.0,Delirock Pink,2021-11-08,71
10.0,Airbrush,2021-11-08,65
23.0,Potomac Early Pink,2021-11-08,52
10.0,Airbrush,2021-11-08,63
37.0,Champagne Yellow,2021-11-08,71
10.0,Aneto,2021-11-08,66
37.0,Can Can,2021-11-08,71
47.0,Chelsea,2021-11-08,77
37.0,Delirock Pink,2021-11-08,71
37.0,Delirock Pink,2021-11-08,71
47.0,Chelsea,2021-11-08,77
37.0,Delirock Pink,2021-11-08,73
10.0,Airbrush,2021-11-08,63
47.0,Chelsea,2021-11-08,76
47.0,Chelsea,2021-11-08,77
37.0,Felina,2021-11-08,67
47.0,Chelsea,2021-11-08,78
37.0,Felina,2021-11-08,67
23.0,Potomac Early Yellow,2021-11-08,50
10.0,Aneto,2021-11-08,63
37.0,Can Can,2021-11-08,69
47.0,Isabella,2021-11-08,73
37.0,Maisy,2021-11-08,71
23.0,Potomac Early White,2021-11-08,48
37.0,Delirock Pink,2021-11-08,73
37.0,Can Can,2021-11-08,69
37.0,Delirock Pink,2021-11-08,71
37.0,Delirock Pink,2021-11-08,73
50.0,Canis Gold,2021-11-08,74
50.0,Tara,2021-11-08,76
50.0,Tara,2021-11-08,76
37.0,Delirock Pink,2021-11-08,73
48.0,Potomac Early Yellow,2021-11-08,52
48.0,Potomac Early Yellow,2021-11-08,52
47.0,Chelsea,2021-11-08,78
47.0,Chelsea,2021-11-08,77
23.0,Potomac Early Rosse,2021-11-08,52
48.0,Potomac Early Pink,2021-11-08,56
37.0,Maisy,2021-11-08,71
37.0,Delirock Pink,2021-11-08,73
37.0,Maisy,2021-11-08,71
55.0,Tara,2021-11-08,73
10.0,Skylie,2021-11-08,63
10.0,Skylie,2021-11-08,65
10.0,Aquarel Pink,2021-11-08,63
10.0,Skylie,2021-11-08,65
10.0,Aquarel Pink,2021-11-08,61
10.0,Skylie,2021-11-08,65
10.0,Aquarel Pink,2021-11-08,61
10.0,Aquarel Pink,2021-11-08,63
37.0,Delirock Pink,2021-11-08,71
37.0,Felina,2021-11-08,67
47.0,Purple Monarch,2021-11-08,73
37.0,Can Can,2021-11-08,69
10.0,Trissia,2021-11-08,67
48.0,Potomac Crimson,2021-11-08,59
48.0,Potomac Crimson,2021-11-08,66
48.0,Potomac Crimson,2021-11-08,68
55.0,Tara,2021-11-08,74
10.0,Veronica,2021-11-08,63
37.0,Sweet Dreams,2021-11-08,73
10.0,Can Can,2021-11-08,70
55.0,Tara,2021-11-08,73
55.0,Tara,2021-11-08,71
55.0,Tara,2021-11-08,71
55.0,Tara,2021-11-08,73
37.0,Sweet Dreams,2021-11-08,73
55.0,Tara,2021-11-08,71
55.0,Tara,2021-11-08,73
55.0,Tara,2021-11-08,68
55.0,Tara,2021-11-08,73
10.0,Can Can,2021-11-08,70
55.0,Tara,2021-11-08,73
10.0,Can Can,2021-11-08,68
10.0,Can Can,2021-11-08,68
10.0,Can Can,2021-11-08,68
55.0,Tara,2021-11-08,72
55.0,Tara,2021-11-08,68
47.0,Chelsea,2021-11-08,78
37.0,Brazilian,2021-11-08,69
37.0,Brazilian,2021-11-08,71
55.0,Tara,2021-11-08,73
10.0,Soleado,2021-11-08,60
37.0,Champagne Yellow,2021-11-08,73
47.0,Chelsea,2021-11-08,76
10.0,Airbrush,2021-11-08,66
10.0,Molly Purple,2021-11-08,59
10.0,Uvita,2021-11-08,67
47.0,Purple Monarch,2021-11-08,73
55.0,Tara,2021-11-08,73
47.0,Purple Monarch,2021-11-08,73
55.0,Tara,2021-11-08,73
47.0,Purple Monarch,2021-11-08,73
55.0,Tara,2021-11-08,73
10.0,Veronica,2021-11-08,63
10.0,Veronica,2021-11-08,63
