bloque,variedad,siembra,cv
67.0,Brazilian,2022-05-25,69
26.0,Potomac Early Yellow,2022-05-25,49
67.0,Cresta Purple,2022-05-25,70
63.0,Tara,2022-05-25,73
67.0,Brazilian,2022-05-25,71
63.0,Tara,2022-05-25,71
67.0,Candy Crush Purple,2022-05-25,68
63.0,Tara,2022-05-25,71
67.0,Brazilian,2022-05-25,71
63.0,Tara,2022-05-25,71
22.0,Potomac Early White,2022-05-25,54
63.0,Tara,2022-05-25,72
63.0,Tara,2022-05-25,71
63.0,Tara,2022-05-25,71
63.0,Tara,2022-05-25,71
63.0,Tara,2022-05-25,71
63.0,Tara,2022-05-25,71
63.0,Tara,2022-05-25,71
63.0,Tara,2022-05-25,71
63.0,Tara,2022-05-25,71
63.0,Tara,2022-05-25,71
67.0,Champagne Yellow,2022-05-25,71
63.0,Tara,2022-05-25,71
66.0,Paintball Sunny,2022-05-26,75
66.0,Uvita,2022-05-26,70
22.0,Potomac Early Pink,2022-05-26,54
66.0,Paintball Sunny,2022-05-26,77
66.0,Molly Purple,2022-05-26,61
66.0,Skylie,2022-05-26,64
66.0,Candy Crush Purple,2022-05-26,68
66.0,Botani,2022-05-26,68
22.0,Potomac Early Yellow,2022-05-26,54
22.0,Potomac Early Pink,2022-05-26,53
63.0,Tara,2022-05-26,71
63.0,Tara,2022-05-26,70
63.0,Tara,2022-05-26,70
66.0,Mont Blanc,2022-05-26,67
63.0,Tara,2022-05-26,70
22.0,Potomac Early Pink,2022-05-26,53
22.0,Potomac Early Yellow,2022-05-26,55
66.0,Paintball Sunny,2022-05-26,73
63.0,Tara,2022-05-26,70
63.0,Tara,2022-05-26,72
66.0,Brazilian,2022-05-26,70
63.0,Tara,2022-05-26,70
63.0,Tara,2022-05-26,71
57.0,Isabella,2022-05-26,70
63.0,Tara,2022-05-26,70
63.0,Tara,2022-05-26,70
63.0,Tara,2022-05-26,70
66.0,Delirock Pink,2022-05-26,72
22.0,Potomac Early Pink,2022-05-26,55
66.0,Aneto,2022-05-26,64
63.0,Tara,2022-05-26,70
66.0,Felina,2022-05-26,70
66.0,Felina,2022-05-26,70
57.0,Chelsea,2022-05-26,74
63.0,Tara,2022-05-26,70
66.0,Molly Purple,2022-05-26,61
22.0,Potomac Early Pink,2022-05-26,54
66.0,Mont Blanc,2022-05-26,67
63.0,Tara,2022-05-26,71
66.0,Alma,2022-05-26,68
66.0,Lucy,2022-05-26,60
66.0,Whatsapp,2022-05-26,72
22.0,Potomac Early Yellow,2022-05-26,54
57.0,Purple Monarch,2022-05-26,71
66.0,Maisy Lime,2022-05-26,71
66.0,Candy Crush Yellow,2022-05-26,69
66.0,Katy,2022-05-26,56
22.0,Potomac Early Pink,2022-05-26,55
66.0,Candy Crush White,2022-05-26,67
22.0,Potomac Early White,2022-05-26,49
66.0,Alma,2022-05-26,68
26.0,Potomac Early Pink,2022-05-26,50
22.0,Potomac Early Orange,2022-05-26,53
66.0,Brazilian,2022-05-26,70
66.0,Candy Crush Yellow,2022-05-26,69
57.0,Chelsea,2022-05-26,76
66.0,Mark Twain,2022-05-26,77
66.0,Whatsapp,2022-05-26,72
66.0,Whatsapp,2022-05-26,72
66.0,Alma,2022-05-26,67
66.0,Whatsapp,2022-05-26,72
63.0,Tara,2022-05-26,71
66.0,Alemani,2022-05-26,75
66.0,Whatsapp,2022-05-26,72
66.0,Paintball Sunny,2022-05-26,73
22.0,Potomac Early White,2022-05-26,49
66.0,Alma,2022-05-26,68
22.0,Potomac Early Yellow,2022-05-26,55
66.0,Alma,2022-05-26,67
22.0,Potomac Early Orange,2022-05-26,53
66.0,Mark Twain,2022-05-26,77
26.0,Potomac Early Pink,2022-05-26,50
66.0,Alma,2022-05-26,67
66.0,Alma,2022-05-26,67
66.0,Alma,2022-05-26,67
22.0,Potomac Early Yellow,2022-05-26,54
66.0,Whatsapp,2022-05-26,72
66.0,Alma,2022-05-26,68
22.0,Potomac Early Yellow,2022-05-26,54
66.0,Skylie,2022-05-27,64
41.0,9625,2022-05-27,68
41.0,Alma,2022-05-27,68
66.0,Skylie,2022-05-27,64
63.0,Tara,2022-05-27,69
41.0,Candy Crush Yellow,2022-05-27,70
41.0,Alma,2022-05-27,67
41.0,Delirock,2022-05-27,73
41.0,Alma,2022-05-27,68
63.0,Tara,2022-05-27,70
63.0,Tara,2022-05-27,73
67.0,Dotty Pink,2022-05-27,74
63.0,Tara,2022-05-27,70
63.0,Tara,2022-05-27,70
66.0,Maisy,2022-05-27,71
66.0,Trissia,2022-05-27,67
66.0,Can Can,2022-05-27,69
66.0,Can Can,2022-05-27,71
41.0,Paintball Sunny,2022-05-27,73
41.0,Botani,2022-05-27,70
63.0,Tara,2022-05-27,74
63.0,Tara,2022-05-27,74
22.0,Potomac Early Orange,2022-05-27,50
63.0,Tara,2022-05-27,74
63.0,Tara,2022-05-27,74
41.0,Paintball Sunny,2022-05-27,73
41.0,Veronica,2022-05-27,63
66.0,Colorado Springs,2022-05-27,67
63.0,Tara,2022-05-27,70
66.0,Colorado Springs,2022-05-27,63
41.0,Whatsapp,2022-05-27,73
22.0,Potomac Early Pink,2022-05-27,53
66.0,Can Can,2022-05-27,69
66.0,Felina,2022-05-27,69
41.0,Candy Crush Purple,2022-05-27,66
41.0,Sweet Dreams,2022-05-27,73
22.0,Potomac Early Orange,2022-05-27,50
41.0,Alemani,2022-05-27,71
22.0,Potomac Early White,2022-05-27,50
22.0,Potomac Early White,2022-05-27,50
66.0,Ruble,2022-05-27,67
22.0,Potomac Early White,2022-05-27,50
67.0,Delirock Pink,2022-05-27,71
41.0,Dotty Pink,2022-05-27,75
41.0,Dotty Pink,2022-05-27,75
41.0,Alemani,2022-05-27,71
63.0,Tara,2022-05-27,73
22.0,Potomac Early Pink,2022-05-27,53
22.0,Potomac Early White,2022-05-27,50
41.0,Trissia,2022-05-27,66
22.0,Potomac Early White,2022-05-27,48
41.0,Mark Twain,2022-05-27,77
22.0,Potomac Early White,2022-05-27,48
63.0,Tara,2022-05-27,71
63.0,Tara,2022-05-27,71
41.0,9625,2022-05-27,68
63.0,Tara,2022-05-27,71
66.0,Molly Yellow,2022-05-27,61
41.0,Alma,2022-05-27,68
63.0,Tara,2022-05-27,70
66.0,Paintball Sunny,2022-05-27,72
57.0,Isabella,2022-05-27,75
63.0,Tara,2022-05-27,70
57.0,Chelsea,2022-05-27,75
41.0,Soleado,2022-05-27,63
66.0,Uvita,2022-05-27,74
63.0,Tara,2022-05-27,70
41.0,Soleado,2022-05-27,62
41.0,Veronica,2022-05-28,62
41.0,Candy Crush White,2022-05-28,79
22.0,Potomac Early Yellow,2022-05-28,53
63.0,Tara,2022-05-28,69
41.0,Molly Purple,2022-05-28,67
41.0,Uvita,2022-05-28,72
41.0,Uvita,2022-05-28,72
63.0,Purple Monarch,2022-05-28,75
41.0,Veronica,2022-05-28,69
41.0,Skylie,2022-05-28,67
41.0,Colorado Springs,2022-05-28,67
41.0,Candy Crush Yellow,2022-05-28,68
41.0,Felina,2022-05-28,70
41.0,Can Can,2022-05-28,69
46.0,Potomac Early Rosse,2022-05-28,54
41.0,Can Can,2022-05-28,70
41.0,Superb,2022-05-28,65
41.0,Dotty Pink,2022-05-28,76
41.0,Dotty Pink,2022-05-28,74
41.0,Candy Crush White,2022-05-28,65
22.0,Potomac Early Yellow,2022-05-28,53
46.0,Potomac Crimson,2022-05-28,62
57.0,Chelsea,2022-05-28,74
46.0,Potomac Early Rosse,2022-05-28,54
41.0,Can Can,2022-05-28,70
41.0,Superb,2022-05-28,65
41.0,Aquarel Pink,2022-05-28,63
41.0,Champagne Yellow,2022-05-28,70
41.0,Maisy Lime,2022-05-28,70
63.0,Tara,2022-05-28,72
63.0,Tara,2022-05-28,73
41.0,Tequila Sunrise,2022-05-28,68
41.0,Alemani,2022-05-28,70
41.0,Botani,2022-05-28,69
41.0,Melrose,2022-05-28,65
41.0,Zumba,2022-05-28,68
41.0,Melrose,2022-05-28,66
41.0,Lucy,2022-05-28,60
41.0,Mont Blanc,2022-05-28,67
57.0,Chelsea,2022-05-28,75
57.0,Chelsea,2022-05-28,75
63.0,Tara,2022-05-28,70
41.0,Airbrush,2022-05-28,67
41.0,Veronica Peach,2022-05-28,65
41.0,Vitamin C,2022-05-28,67
41.0,Lucy,2022-05-28,58
41.0,Candy Crush Yellow,2022-05-28,67
46.0,Potomac Crimson,2022-05-28,62
63.0,Tara,2022-05-28,69
63.0,Tara,2022-05-28,72
63.0,Tara,2022-05-28,72
63.0,Tara,2022-05-28,70
63.0,Tara,2022-05-28,70
57.0,Chelsea,2022-05-28,74
63.0,Tara,2022-05-28,72
63.0,Tara,2022-05-28,70
63.0,Tara,2022-05-28,69
63.0,Tara,2022-05-28,70
63.0,Tara,2022-05-28,69
63.0,Tara,2022-05-28,73
22.0,Potomac Early Pink,2022-05-30,51
41.0,Felina,2022-05-30,70
63.0,Tara,2022-05-30,70
22.0,Potomac Early Pink,2022-05-30,52
22.0,Potomac Early White,2022-05-30,50
41.0,Aquarel Pink,2022-05-30,63
63.0,Tara,2022-05-30,71
41.0,Colorado Springs,2022-05-30,66
63.0,Tara,2022-05-30,68
63.0,Tara,2022-05-30,70
41.0,Maisy,2022-05-30,72
22.0,Potomac Early White,2022-05-30,50
41.0,Melrose,2022-05-30,66
41.0,Maisy,2022-05-30,72
22.0,Potomac Early White,2022-05-30,50
41.0,Veronica,2022-05-30,64
22.0,Potomac Early White,2022-05-30,50
22.0,Potomac Early Pink,2022-05-30,51
41.0,Superb,2022-05-30,65
41.0,Maisy,2022-05-30,72
41.0,Maisy,2022-05-30,72
41.0,Zumba,2022-05-30,70
63.0,Tara,2022-05-30,71
41.0,Melrose,2022-05-30,65
41.0,Champagne Yellow,2022-05-30,72
22.0,Potomac Early White,2022-05-30,50
41.0,Aneto,2022-05-30,64
63.0,Tara,2022-05-30,70
22.0,Potomac Early White,2022-05-30,52
41.0,Brazuca,2022-05-30,72
41.0,Uvita,2022-05-30,72
41.0,Brazuca,2022-05-30,72
41.0,Veronica,2022-05-30,64
41.0,Colorado Springs,2022-05-30,66
41.0,9625,2022-05-30,66
41.0,Can Can,2022-05-30,70
41.0,Sweet Dreams,2022-05-30,72
41.0,Can Can,2022-05-30,68
22.0,Potomac Early White,2022-05-30,50
41.0,Uvita,2022-05-30,68
63.0,Tara,2022-05-30,70
41.0,Creme Brulee,2022-05-30,70
63.0,Tara,2022-05-30,68
22.0,Potomac Early White,2022-05-30,50
41.0,Aneto,2022-05-30,65
63.0,Tara,2022-05-30,70
22.0,Potomac Early White,2022-05-30,50
63.0,Tara,2022-05-30,72
41.0,Paintball Sunny,2022-05-30,72
41.0,Delirock Pink,2022-05-30,72
22.0,Potomac Early White,2022-05-30,52
41.0,Colorado Springs,2022-05-30,66
22.0,Potomac Early Pink,2022-05-30,52
22.0,Potomac Early White,2022-05-31,51
46.0,Potomac Early Rosse,2022-05-31,52
61.0,Candy Crush Purple,2022-05-31,65
61.0,Candy Crush Purple,2022-05-31,64
61.0,Champagne Yellow,2022-05-31,69
61.0,Candy Crush Purple,2022-05-31,69
61.0,Alma,2022-05-31,69
22.0,Potomac Early White,2022-05-31,51
61.0,Alma,2022-05-31,68
61.0,Alma,2022-05-31,68
61.0,Paintball Sunny,2022-05-31,74
41.0,Alma,2022-05-31,69
22.0,Potomac Early Yellow,2022-05-31,52
61.0,Alma,2022-05-31,67
22.0,Potomac Early White,2022-05-31,51
63.0,Tara,2022-05-31,70
61.0,Brazuca,2022-05-31,72
61.0,Brazuca,2022-05-31,72
61.0,Paintball Sunny,2022-05-31,74
63.0,Tara,2022-05-31,71
46.0,Potomac Crimson,2022-05-31,59
63.0,Tara,2022-05-31,71
61.0,Dotty Pink,2022-05-31,72
63.0,Tara,2022-05-31,71
63.0,Tara,2022-05-31,69
63.0,Tara,2022-05-31,70
22.0,Potomac Early Yellow,2022-05-31,52
63.0,Tara,2022-05-31,70
22.0,Potomac Early White,2022-05-31,51
46.0,Potomac Early Rosse,2022-05-31,52
61.0,Paintball Sunny,2022-05-31,74
41.0,Uvita,2022-05-31,71
22.0,Potomac Early White,2022-05-31,51
66.0,Veronica,2022-05-31,63
61.0,Alma,2022-05-31,68
68.0,Tara,2022-05-31,77
46.0,Potomac Crimson,2022-05-31,59
63.0,Tara,2022-05-31,70
41.0,Candy Crush White,2022-05-31,64
63.0,Tara,2022-05-31,70
41.0,9625,2022-05-31,65
22.0,Potomac Early White,2022-05-31,51
63.0,Tara,2022-05-31,69
68.0,Tara,2022-05-31,73
61.0,Paintball Sunny,2022-05-31,74
61.0,Alma,2022-05-31,69
22.0,Potomac Early Pink,2022-05-31,51
68.0,Tara,2022-05-31,72
63.0,Chelsea,2022-05-31,76
61.0,Paintball Sunny,2022-05-31,74
63.0,Purple Monarch,2022-05-31,72
41.0,Botani,2022-05-31,66
22.0,Potomac Early White,2022-05-31,51
66.0,Felina,2022-05-31,70
63.0,Purple Monarch,2022-05-31,72
41.0,Lucy,2022-05-31,58
61.0,Alma,2022-05-31,69
22.0,Potomac Early Pink,2022-05-31,51
61.0,Candy Crush Yellow,2022-05-31,69
61.0,Molly Yellow,2022-05-31,64
22.0,Potomac Early White,2022-05-31,51
68.0,Tara,2022-05-31,78
61.0,Brazilian,2022-05-31,70
61.0,Candy Crush Yellow,2022-05-31,72
61.0,Delirock Pink,2022-05-31,69
61.0,Candy Crush Yellow,2022-05-31,72
41.0,Candy Crush White,2022-05-31,62
61.0,Paintball Sunny,2022-05-31,74
41.0,Alemani,2022-05-31,71
61.0,Brazilian,2022-05-31,69
61.0,Brazilian,2022-05-31,70
61.0,Alma,2022-05-31,69
61.0,Brazilian,2022-05-31,70
41.0,Alemani,2022-05-31,71
61.0,Brazilian,2022-05-31,70
41.0,Veronica,2022-05-31,65
63.0,Chelsea,2022-05-31,76
63.0,Purple Monarch,2022-05-31,72
63.0,Chelsea,2022-05-31,76
41.0,Trissia,2022-05-31,69
61.0,Candy Crush Yellow,2022-05-31,69
41.0,Trissia,2022-05-31,69
22.0,Potomac Early White,2022-05-31,51
61.0,Can Can,2022-05-31,69
22.0,Potomac Early White,2022-05-31,51
41.0,Candy Crush White,2022-05-31,62
43.0,Whatsapp,2022-06-01,73
43.0,Candy Crush Purple,2022-06-01,68
43.0,Candy Crush Purple,2022-06-01,68
43.0,Skylie,2022-06-01,65
22.0,Potomac Early Orange,2022-06-01,50
22.0,Potomac Early White,2022-06-01,50
41.0,Candy Crush White,2022-06-01,63
43.0,Lucy,2022-06-01,59
43.0,Dotty Orange,2022-06-01,77
61.0,Colorado Springs,2022-06-01,64
68.0,Tara,2022-06-01,72
61.0,Colorado Springs,2022-06-01,66
43.0,Dotty Orange,2022-06-01,77
43.0,Skylie,2022-06-01,65
61.0,Can Can,2022-06-01,68
68.0,Tara,2022-06-01,72
43.0,Veronica Peach,2022-06-01,65
68.0,Tara,2022-06-01,72
61.0,Can Can,2022-06-01,70
61.0,Can Can,2022-06-01,70
61.0,Can Can,2022-06-01,69
61.0,Can Can,2022-06-01,68
43.0,Soleado,2022-06-01,63
61.0,Can Can,2022-06-01,68
61.0,Can Can,2022-06-01,71
66.0,Veronica,2022-06-01,62
61.0,Can Can,2022-06-01,69
61.0,Can Can,2022-06-01,68
43.0,Candy Crush White,2022-06-01,68
61.0,Can Can,2022-06-01,69
43.0,Tequila Sunrise,2022-06-01,68
61.0,Felina,2022-06-01,69
43.0,Skylie,2022-06-01,65
43.0,Candy Crush White,2022-06-01,68
68.0,Tara,2022-06-01,71
68.0,Tara,2022-06-01,72
68.0,Tara,2022-06-01,71
68.0,Tara,2022-06-01,72
22.0,Potomac Early White,2022-06-01,50
43.0,Alemani,2022-06-01,70
68.0,Tara,2022-06-01,71
68.0,Tara,2022-06-01,72
43.0,Alemani,2022-06-01,70
43.0,Alemani,2022-06-01,70
68.0,Tara,2022-06-01,72
68.0,Tara,2022-06-01,73
43.0,Candy Crush Mint,2022-06-01,62
68.0,Tara,2022-06-01,72
68.0,Tara,2022-06-01,72
68.0,Tara,2022-06-01,72
61.0,Felina,2022-06-01,71
68.0,Tara,2022-06-01,71
61.0,Felina,2022-06-01,68
22.0,Potomac Early Orange,2022-06-01,50
43.0,Skylie,2022-06-01,65
22.0,Potomac Early White,2022-06-01,50
61.0,Delirock,2022-06-01,73
66.0,Delirock,2022-06-01,71
22.0,Potomac Early White,2022-06-01,50
43.0,Whatsapp,2022-06-01,73
68.0,Tara,2022-06-01,72
68.0,Tara,2022-06-01,71
68.0,Tara,2022-06-01,71
61.0,Delirock,2022-06-01,71
43.0,Uvita,2022-06-02,71
43.0,Veronica Peach,2022-06-02,64
68.0,Tara,2022-06-02,70
43.0,Uvita,2022-06-02,71
43.0,Aneto,2022-06-02,66
22.0,Potomac Early Pink,2022-06-02,53
43.0,Felina,2022-06-02,69
43.0,Champagne Yellow,2022-06-02,71
43.0,Felina,2022-06-02,71
43.0,Skylie,2022-06-02,66
43.0,Felina,2022-06-02,71
43.0,Uvita,2022-06-02,71
43.0,Amethyst Dark,2022-06-02,68
68.0,Tara,2022-06-02,72
68.0,Tara,2022-06-02,70
43.0,Veronica Peach,2022-06-02,64
68.0,Tara,2022-06-02,72
22.0,Potomac Early Pink,2022-06-02,53
43.0,Felina,2022-06-02,68
22.0,Potomac Early White,2022-06-02,50
43.0,Candy Crush Yellow,2022-06-02,74
43.0,Brazilian,2022-06-02,71
68.0,Tara,2022-06-02,72
68.0,Tara,2022-06-02,72
43.0,Botani,2022-06-02,67
22.0,Potomac Early White,2022-06-02,50
43.0,Melrose,2022-06-02,66
43.0,Brazilian,2022-06-02,71
43.0,Molly Yellow,2022-06-02,62
68.0,Tara,2022-06-02,70
22.0,Potomac Early White,2022-06-02,50
68.0,Tara,2022-06-02,72
63.0,Isabella,2022-06-02,72
43.0,Veronica Peach,2022-06-02,64
43.0,Mont Blanc,2022-06-02,67
68.0,Tara,2022-06-02,70
43.0,Champagne Yellow,2022-06-02,71
43.0,Soleado,2022-06-02,62
43.0,Alma,2022-06-02,69
43.0,Brazilian,2022-06-02,71
43.0,Alma,2022-06-02,69
68.0,Tara,2022-06-02,72
43.0,Tequila Sunrise,2022-06-02,67
43.0,Alma,2022-06-02,69
43.0,Candy Crush Yellow,2022-06-02,74
68.0,Tara,2022-06-02,70
22.0,Potomac Early Pink,2022-06-02,53
43.0,9625,2022-06-02,67
68.0,Tara,2022-06-02,71
43.0,9625,2022-06-02,67
22.0,Potomac Early Pink,2022-06-02,53
43.0,Maisy Lime,2022-06-02,71
43.0,Botani,2022-06-02,67
43.0,Delirock Pink,2022-06-02,74
68.0,Tara,2022-06-02,70
43.0,Candy Crush Purple,2022-06-02,67
43.0,Can Can,2022-06-02,69
43.0,Alma,2022-06-02,67
43.0,Brazilian,2022-06-02,71
43.0,Atlantis Orange,2022-06-02,69
43.0,Candy Crush Purple,2022-06-02,67
68.0,Tara,2022-06-02,72
43.0,Alma,2022-06-02,67
22.0,Potomac Early White,2022-06-02,50
22.0,Potomac Early Pink,2022-06-02,53
22.0,Potomac Early Pink,2022-06-02,53
43.0,Cresta Purple,2022-06-02,67
43.0,Candy Crush Yellow,2022-06-02,69
43.0,Paintball Sunny,2022-06-02,74
43.0,Can Can,2022-06-02,69
43.0,Can Can,2022-06-02,71
43.0,Can Can,2022-06-02,69
41.0,Mark Twain,2022-06-02,76
43.0,Alma,2022-06-02,67
43.0,Alemani,2022-06-03,70
68.0,Tara,2022-06-03,70
22.0,Potomac Early Pink,2022-06-03,52
68.0,Tara,2022-06-03,73
43.0,Candy Crush White,2022-06-03,66
43.0,Lucy,2022-06-03,57
68.0,Tara,2022-06-03,69
63.0,Chelsea,2022-06-03,76
43.0,Candy Crush White,2022-06-03,66
68.0,Tara,2022-06-03,69
22.0,Potomac Early Yellow,2022-06-03,53
43.0,Felina,2022-06-03,70
43.0,Tequila Sunrise,2022-06-03,68
43.0,Can Can,2022-06-03,70
68.0,Tara,2022-06-03,74
68.0,Tara,2022-06-03,73
43.0,Veronica Peach,2022-06-03,63
22.0,Potomac Early Yellow,2022-06-03,50
43.0,Veronica Peach,2022-06-03,63
63.0,Chelsea,2022-06-03,76
43.0,Alma,2022-06-03,66
43.0,Paintball Sunny,2022-06-03,70
22.0,Potomac Early Pink,2022-06-03,52
68.0,Tara,2022-06-03,70
68.0,Tara,2022-06-03,73
68.0,Tara,2022-06-03,74
43.0,Uvita,2022-06-03,72
43.0,Paintball Sunny,2022-06-03,73
68.0,Tara,2022-06-03,73
43.0,Mark Twain,2022-06-03,75
43.0,Delirock,2022-06-03,72
22.0,Potomac Early Yellow,2022-06-03,53
22.0,Potomac Early Yellow,2022-06-03,50
22.0,Potomac Early Yellow,2022-06-03,50
43.0,Veronica Peach,2022-06-03,63
63.0,Chelsea,2022-06-03,75
63.0,Purple Monarch,2022-06-03,75
22.0,Potomac Early White,2022-06-03,52
22.0,Potomac Early Yellow,2022-06-03,50
68.0,Tara,2022-06-03,70
43.0,Veronica,2022-06-03,62
68.0,Tara,2022-06-03,70
43.0,Candy Crush Yellow,2022-06-03,67
43.0,Candy Crush Yellow,2022-06-03,68
43.0,9625,2022-06-03,66
63.0,Isabella,2022-06-03,71
68.0,Tara,2022-06-03,70
22.0,Potomac Early White,2022-06-03,52
22.0,Potomac Early White,2022-06-03,53
43.0,Candy Crush Purple,2022-06-03,66
68.0,Tara,2022-06-03,70
68.0,Tara,2022-06-03,70
68.0,Tara,2022-06-03,73
68.0,Tara,2022-06-03,70
43.0,Candy Crush Mint,2022-06-03,62
43.0,Dotty Pink,2022-06-03,73
43.0,Candy Crush Purple,2022-06-03,66
68.0,Tara,2022-06-03,70
43.0,Superb,2022-06-03,63
43.0,Melrose,2022-06-03,68
43.0,Skylie,2022-06-03,66
63.0,Chelsea,2022-06-03,75
68.0,Tara,2022-06-03,74
22.0,Potomac Early White,2022-06-03,49
68.0,Tara,2022-06-03,70
43.0,Can Can,2022-06-03,70
68.0,Tara,2022-06-03,74
43.0,Dotty Orange,2022-06-03,75
68.0,Tara,2022-06-03,70
22.0,Potomac Early White,2022-06-03,53
43.0,Aneto,2022-06-03,68
43.0,Brazilian,2022-06-03,66
22.0,Potomac Early White,2022-06-03,49
68.0,Tara,2022-06-03,70
68.0,Tara,2022-06-03,70
43.0,Paintball Sunny,2022-06-04,72
43.0,Paintball Sunny,2022-06-04,72
43.0,Melrose,2022-06-04,67
43.0,Alma,2022-06-04,69
43.0,Alma,2022-06-04,67
63.0,Purple Monarch,2022-06-04,76
68.0,Tara,2022-06-04,70
43.0,Alma,2022-06-04,67
43.0,Champagne Yellow,2022-06-04,65
43.0,Paintball Sunny,2022-06-04,72
22.0,Potomac Early Yellow,2022-06-04,51
45.0,Airbrush Custard,2022-06-04,66
22.0,Potomac Early Yellow,2022-06-04,51
43.0,Aneto,2022-06-04,65
45.0,Veronica,2022-06-04,66
45.0,Candy Crush Red,2022-06-04,66
22.0,Potomac Early Orange,2022-06-04,48
45.0,Veronica,2022-06-04,66
68.0,Tara,2022-06-04,72
43.0,Paintball Sunny,2022-06-04,72
45.0,Aneto,2022-06-04,66
45.0,Airbrush,2022-06-04,68
45.0,Airbrush,2022-06-04,66
43.0,Champagne Yellow,2022-06-04,72
68.0,Tara,2022-06-04,70
63.0,Purple Monarch,2022-06-04,70
22.0,Potomac Early Orange,2022-06-04,48
43.0,Alma,2022-06-04,65
43.0,Alma,2022-06-04,67
68.0,Tara,2022-06-04,72
46.0,Potomac Early Rosse,2022-06-04,53
68.0,Tara,2022-06-04,70
45.0,Skylie,2022-06-04,66
45.0,Zumba,2022-06-04,67
43.0,Aneto,2022-06-04,65
68.0,Tara,2022-06-04,72
45.0,Skylie,2022-06-04,66
63.0,Chelsea,2022-06-04,75
68.0,Tara,2022-06-04,72
68.0,Tara,2022-06-04,70
68.0,Tara,2022-06-04,72
45.0,Colorado Springs,2022-06-04,65
45.0,Uvita,2022-06-04,70
68.0,Tara,2022-06-04,69
45.0,Uvita,2022-06-04,70
46.0,Potomac Early Rosse,2022-06-04,53
45.0,Aquarel Pink,2022-06-04,63
63.0,Chelsea,2022-06-04,75
68.0,Tara,2022-06-04,70
43.0,Candy Crush Yellow,2022-06-04,74
43.0,Candy Crush Yellow,2022-06-04,74
68.0,Tara,2022-06-04,69
43.0,Candy Crush Yellow,2022-06-04,74
68.0,Tara,2022-06-04,69
45.0,Maisy Lime,2022-06-04,73
45.0,Mont Blanc,2022-06-04,67
66.0,Lucy,2022-06-06,59
49.0,Brazuca,2022-06-06,74
68.0,Tara,2022-06-06,71
66.0,Candy Crush Purple,2022-06-06,66
22.0,Potomac Early Pink,2022-06-06,50
66.0,Candy Crush Purple,2022-06-06,64
22.0,Potomac Early White,2022-06-06,49
46.0,Potomac Crimson,2022-06-06,63
22.0,Potomac Early White,2022-06-06,46
22.0,Potomac Early Orange,2022-06-06,50
22.0,Potomac Early White,2022-06-06,49
66.0,Molly Yellow,2022-06-06,56
46.0,Potomac Crimson,2022-06-06,58
45.0,Veronica,2022-06-06,64
46.0,Potomac Crimson,2022-06-06,58
22.0,Potomac Early White,2022-06-06,46
66.0,Paintball Sunny,2022-06-06,71
22.0,Potomac Early White,2022-06-06,47
66.0,Alemani,2022-06-06,71
68.0,Tara,2022-06-06,70
49.0,Aquarel Pink,2022-06-06,66
68.0,Tara,2022-06-06,70
68.0,Tara,2022-06-06,71
68.0,Tara,2022-06-06,70
22.0,Potomac Early Pink,2022-06-06,50
66.0,Superb,2022-06-06,45
22.0,Potomac Early White,2022-06-06,49
68.0,Tara,2022-06-06,71
66.0,Paintball Sunny,2022-06-06,71
66.0,Dotty Pink,2022-06-06,69
66.0,Paintball Sunny,2022-06-06,73
66.0,Botani,2022-06-06,66
22.0,Potomac Early White,2022-06-06,47
46.0,Potomac Crimson,2022-06-06,63
49.0,Sweet Dreams,2022-06-06,72
22.0,Potomac Early White,2022-06-06,49
66.0,Alemani,2022-06-06,69
49.0,Uvita,2022-06-06,71
45.0,Aquarel Pink,2022-06-06,60
22.0,Potomac Early White,2022-06-06,49
49.0,Delirock,2022-06-06,71
45.0,Veronica,2022-06-06,64
68.0,Tara,2022-06-06,71
68.0,Tara,2022-06-06,71
68.0,Tara,2022-06-06,70
66.0,Katy,2022-06-06,45
68.0,Tara,2022-06-06,70
68.0,Tara,2022-06-06,71
22.0,Potomac Early Orange,2022-06-06,50
68.0,Tara,2022-06-06,71
68.0,Tara,2022-06-06,71
49.0,Brazilian,2022-06-06,79
68.0,Tara,2022-06-06,71
49.0,Can Can,2022-06-06,71
66.0,Candy Crush Yellow,2022-06-06,71
68.0,Tara,2022-06-06,68
68.0,Tara,2022-06-06,70
49.0,Soleado,2022-06-06,66
45.0,Melrose,2022-06-06,64
45.0,Champagne Yellow,2022-06-06,71
45.0,Champagne Yellow,2022-06-06,71
66.0,Candy Crush Yellow,2022-06-06,71
68.0,Tara,2022-06-06,70
66.0,Whynot,2022-06-06,61
66.0,Candy Crush Yellow,2022-06-06,70
45.0,Veronica,2022-06-06,64
49.0,Melrose,2022-06-06,66
49.0,Aneto,2022-06-06,66
49.0,Paintball Sunny,2022-06-06,74
49.0,Can Can,2022-06-06,71
49.0,Melrose,2022-06-06,67
45.0,Veronica,2022-06-06,64
49.0,Aneto,2022-06-06,67
22.0,Potomac Early White,2022-06-06,49
49.0,Can Can,2022-06-06,71
68.0,Tara,2022-06-06,71
49.0,Skylie,2022-06-06,67
68.0,Tara,2022-06-06,71
68.0,Tara,2022-06-06,71
68.0,Tara,2022-06-06,71
68.0,Tara,2022-06-06,68
49.0,Brazilian,2022-06-06,71
49.0,Brazilian,2022-06-06,71
68.0,Tara,2022-06-06,70
22.0,Potomac Early Orange,2022-06-07,48
